Mass	Intensity
1508.774	16693
1508.981	16908
1509.162	16922
1509.339	17439
1509.458	17011
1509.713	16778
1509.933	16473
1510.045	16238
1510.301	17392
1510.622	16315
1510.746	16717
1510.997	15959
1511.254	16278
1511.336	16034
1511.432	15859
1511.47	15954
1511.574	15977
1511.693	15741
1511.835	16264
1511.962	16121
1512.141	16200
1512.366	16411
1512.66	16462
1512.78	15649
1512.896	15842
1513.299	17824
1513.58	16510
1513.691	16510
1513.768	16487
1513.913	16522
1514.21	17066
1514.363	16728
1514.524	16846
1514.9	16337
1515.101	16848
1515.282	17018
1515.406	16433
1515.432	16628
1515.556	16687
1515.872	16532
1516.063	16173
1516.199	16600
1516.397	17508
1516.565	17042
1516.815	16842
1517.002	17411
1517.137	17847
1517.318	17875
1517.445	17934
1517.612	18233
1517.804	18025
1518.158	18187
1518.249	18049
1518.365	18138
1518.633	17766
1518.75	16970
1518.763	16928
1518.857	16935
1518.997	17145
1519.191	17474
1519.403	16942
1519.514	16854
1519.681	16842
1519.742	16852
1519.822	16726
1520.013	16681
1520.316	17576
1520.834	16232
1520.898	16178
1521.065	16365
1521.288	18312
1521.373	17825
1521.767	16546
1522.309	17638
1522.673	15979
1522.808	16018
1522.823	15857
1522.96	16004
1523.305	17091
1523.402	16999
1523.523	17412
1523.806	16262
1524.275	41046
1525.279	32308
1525.973	16688
1526.269	24710
1527.284	19533
1527.566	16978
1527.754	15913
1527.94	16219
1528.299	17653
1528.515	17042
1528.779	17160
1529.067	18332
1529.292	20105
1529.425	20665
1529.617	20883
1529.763	21494
1529.967	20643
1530.129	20602
1530.337	20983
1530.586	20264
1530.774	19615
1530.983	18917
1531.142	18742
1531.214	18732
1531.29	18957
1531.51	18329
1531.738	17629
1531.889	17099
1532.043	16980
1532.203	17043
1532.403	16737
1532.714	16419
1532.913	16400
1533.007	16322
1533.14	16165
1533.279	15816
1533.383	16109
1533.683	15866
1533.818	15384
1533.965	15603
1534.169	15529
1534.349	15918
1534.418	15826
1534.658	15171
1534.778	15168
1534.908	15447
1535.027	15316
1535.127	15268
1535.335	15478
1535.574	15355
1535.778	15106
1535.819	15026
1535.833	14959
1536.085	15333
1536.195	15244
1536.32	15401
1536.458	15284
1536.531	15053
1536.83	15077
1537.08	15283
1537.265	15647
1537.471	15137
1537.658	14938
1537.731	14937
1537.853	15140
1537.984	15029
1538.072	15020
1538.265	15071
1538.405	15072
1538.515	14974
1538.593	14896
1538.801	14876
1538.907	14812
1539.169	15272
1539.253	15005
1539.399	15026
1539.5	14923
1539.629	15542
1539.736	15404
1539.934	15417
1540.22	19250
1540.639	15909
1540.787	15594
1540.863	15655
1541.246	18166
1541.792	15050
1541.814	14906
1542.265	17093
1542.287	17052
1542.542	15620
1542.832	14897
1543.248	16437
1543.649	15326
1543.797	14782
1543.888	14844
1544.152	15561
1544.247	15707
1544.314	15724
1544.454	15076
1544.684	15105
1544.783	15150
1544.903	14702
1545.275	16262
1545.426	15540
1545.595	15617
1545.76	15217
1546.202	18100
1546.805	15284
1546.926	15325
1547.27	17528
1547.756	15137
1547.903	14983
1548.25	16414
1548.557	15161
1548.699	15012
1548.922	15236
1548.951	15276
1549.276	15689
1549.418	14988
1549.614	14730
1549.747	14791
1549.899	15172
1550.196	15295
1550.357	15738
1550.527	15507
1550.722	14846
1550.824	14842
1551.062	15214
1551.084	15257
1551.274	15710
1551.424	15631
1551.568	15021
1551.703	15394
1551.859	15332
1552.041	15295
1552.215	15580
1552.355	15670
1552.463	15309
1552.602	15415
1552.748	15072
1552.951	15770
1553.118	15656
1553.492	15824
1553.762	15392
1553.845	15469
1554.041	16014
1554.216	16062
1554.649	17465
1555.107	19327
1555.213	19729
1555.33	19957
1555.593	19152
1555.79	19520
1555.977	19355
1556.243	21307
1556.337	20883
1556.418	21048
1556.669	21538
1556.817	21587
1556.941	21454
1557.09	22570
1557.267	22177
1557.621	20898
1557.704	20752
1557.844	20781
1558.075	19782
1558.125	19707
1558.265	19904
1558.361	19862
1558.68	18576
1558.86	17972
1559.133	18050
1559.277	17786
1559.401	17480
1559.649	16406
1559.665	16458
1559.79	16319
1559.88	16327
1560.229	16068
1560.423	15571
1560.579	15742
1560.768	15200
1560.879	15148
1561.065	15413
1561.138	15604
1561.258	15491
1561.465	15035
1561.488	15056
1561.619	15033
1561.869	14977
1562.243	16722
1562.589	15009
1562.778	14891
1562.949	14668
1563.206	16718
1563.515	15568
1563.74	14855
1563.889	15185
1564.25	20497
1564.558	16975
1564.85	15718
1565.223	18739
1565.745	16399
1565.816	16265
1566.025	17451
1566.236	19281
1567.281	20023
1567.442	19401
1567.579	19417
1567.795	19873
1568.158	21974
1568.574	19653
1568.736	18669
1568.894	19015
1569.225	19636
1569.57	17956
1569.684	17648
1569.811	17570
1569.925	17331
1570.189	17733
1570.346	17321
1570.622	16202
1570.739	16234
1570.809	16326
1570.993	15748
1571.097	15841
1571.223	16117
1571.324	16165
1571.709	15443
1572.004	15893
1572.287	15822
1572.555	15622
1572.67	15005
1572.802	15198
1573.038	15534
1573.223	15254
1573.407	15005
1573.533	15039
1573.742	14744
1573.825	14854
1573.914	14896
1574.029	15184
1574.238	15457
1574.472	14890
1574.728	14952
1574.813	15006
1574.835	14931
1575.038	14941
1575.171	14981
1575.305	14558
1575.517	15066
1575.794	15121
1575.902	14935
1576.087	15043
1576.246	15336
1576.38	15320
1576.636	15008
1576.823	15403
1576.909	15320
1577.173	15530
1577.604	15126
1577.798	15089
1577.895	15352
1578.192	15808
1578.265	15628
1578.363	15702
1578.421	15712
1578.62	15857
1578.735	15346
1578.856	15163
1578.998	15483
1579.106	15634
1579.362	15640
1579.456	15498
1579.581	15484
1579.719	15479
1579.958	15333
1579.996	15375
1580.157	15611
1580.323	15903
1580.437	15676
1580.712	15450
1580.803	15376
1581.017	15901
1581.134	16157
1581.329	17037
1581.496	16678
1581.612	16779
1581.749	16307
1582.28	95574
1583.279	69501
1584.288	48424
1585.267	31803
1586.294	23834
1586.654	20395
1586.837	20036
1587.325	20571
1587.592	18703
1587.913	18819
1588.085	18565
1588.266	18446
1588.411	17951
1588.526	17987
1588.705	17871
1589.04	17706
1589.167	18147
1589.335	17973
1589.46	18265
1589.768	17570
1590.046	17328
1590.131	17377
1590.324	17772
1590.475	17643
1590.548	17413
1590.705	17102
1590.854	17459
1590.942	17601
1591.092	17526
1591.276	17626
1591.5	17238
1591.683	16919
1591.772	16981
1591.899	16840
1592.141	17160
1592.222	17412
1592.361	17349
1592.481	16956
1592.579	17114
1592.86	16663
1592.966	16551
1593.168	17083
1593.282	16605
1593.38	16763
1593.568	17071
1593.821	16757
1593.991	17201
1594.146	16823
1594.285	17252
1594.397	17079
1594.529	16353
1594.828	16786
1595.216	17485
1596.067	25148
1596.568	19268
1596.977	22798
1597.134	22413
1597.644	19337
1598.102	22443
1598.354	21405
1598.484	20629
1598.559	20601
1598.684	20802
1598.869	20321
1598.992	20968
1599.247	21847
1599.792	19506
1600.258	20026
1600.508	19864
1600.771	19216
1600.946	18529
1601.24	20173
1601.426	19313
1601.459	19349
1601.735	18711
1601.873	18956
1602.111	19200
1602.318	18927
1602.465	18351
1602.612	18383
1602.782	18822
1602.974	18268
1603.113	18752
1603.295	18155
1603.42	18386
1603.666	18022
1603.838	18082
1604.216	25840
1604.848	17841
1604.917	17812
1605.219	23089
1605.937	17776
1606.182	20616
1606.573	18249
1607.144	18052
1607.298	18189
1607.671	17053
1607.793	17188
1607.859	17204
1608.251	17951
1608.458	17201
1608.748	17048
1608.88	16623
1608.958	16684
1609.188	16966
1609.359	16947
1609.42	16696
1609.567	16541
1609.817	16726
1609.986	17176
1610.156	17513
1610.294	18270
1610.679	17921
1611.039	18191
1611.36	19914
1611.517	19752
1612.131	24918
1612.53	22623
1612.813	22209
1612.947	23014
1613.151	22971
1613.3	21999
1613.434	21732
1613.796	19806
1614.009	20362
1614.111	20231
1614.195	20065
1614.558	19204
1614.724	18627
1614.942	18138
1615.031	17965
1615.19	18017
1615.272	18102
1615.529	17387
1615.724	16961
1615.834	17518
1616.068	16799
1616.199	17094
1616.307	17075
1616.561	16590
1616.797	16593
1617.033	16667
1617.132	16709
1617.281	16715
1617.64	17167
1617.872	17016
1617.931	17051
1618.26	17207
1618.482	17055
1618.737	16567
1618.869	16459
1619.07	16685
1619.219	16349
1619.371	16641
1619.467	16617
1619.544	16738
1619.75	16815
1620.186	18106
1620.288	18301
1620.695	17117
1621.285	18521
1621.728	17274
1622.219	18031
1622.397	18052
1622.637	17104
1622.66	17091
1622.858	17518
1623.221	18168
1623.316	18401
1623.46	18434
1623.577	18239
1623.772	18335
1625.367	95908
1626.253	79192
1626.341	80060
1627.275	51924
1628.263	32114
1628.901	23696
1629.023	23386
1629.248	22764
1629.373	22320
1629.659	20794
1629.872	19610
1629.984	19500
1630.204	19760
1630.362	19964
1630.826	17904
1631.004	17662
1631.232	17787
1631.297	17639
1631.618	17556
1631.744	17242
1631.862	17012
1631.947	17337
1632.075	16829
1632.174	17021
1632.38	16951
1632.573	16585
1632.802	16652
1633.048	16750
1633.304	17521
1633.497	16697
1633.923	17195
1634.233	16918
1634.362	16963
1634.577	16603
1634.713	16721
1634.97	16586
1635.007	16577
1635.241	16651
1635.566	16347
1635.682	16046
1635.902	16291
1636.051	16443
1636.184	16853
1636.299	16923
1636.421	16799
1636.61	16219
1636.988	16344
1637.184	16645
1637.29	16855
1637.474	16240
1637.622	16212
1637.831	16338
1637.952	16087
1638.34	18009
1638.68	16606
1638.96	16477
1639.238	17503
1639.357	17728
1639.514	17171
1639.796	16558
1639.911	16287
1640.267	18089
1640.403	17396
1640.822	16304
1641.026	16098
1641.345	17308
1641.864	15998
1642.346	17154
1642.495	16732
1642.669	16696
1642.858	16491
1643.015	16376
1643.041	16232
1643.224	16798
1643.606	16219
1643.671	16213
1643.998	16581
1644.266	16906
1644.41	16597
1644.461	16581
1644.665	16401
1644.815	16296
1645.11	16951
1645.289	16353
1645.44	16909
1645.578	16087
1645.806	16168
1646.11	16981
1646.255	17281
1646.421	17476
1646.556	17512
1647.116	21368
1647.267	21851
1647.499	21299
1647.784	20613
1647.949	20133
1648.184	21222
1648.427	20524
1648.712	18897
1648.854	19124
1649.27	19149
1649.582	17814
1649.74	17516
1649.975	17047
1650.07	17224
1650.198	17462
1650.319	17435
1650.546	17404
1650.822	16822
1650.916	16596
1651.177	16649
1651.372	16835
1651.68	16566
1652.303	17826
1652.508	17186
1652.709	16696
1652.857	16499
1653.016	16847
1653.208	17261
1653.311	16965
1653.435	17459
1653.7	16595
1653.811	16688
1653.934	16250
1654.065	16561
1654.113	16672
1654.3	17780
1654.415	17052
1654.664	16443
1654.816	16091
1654.902	16206
1655.044	16000
1655.301	17182
1655.432	16745
1655.65	16390
1655.93	16622
1656.337	17009
1656.589	16689
1656.754	16515
1656.934	16384
1657.077	16460
1657.164	16547
1657.283	16726
1657.495	16678
1657.765	16701
1658.071	16495
1658.287	16764
1658.433	16714
1658.659	16627
1658.832	16527
1659.059	16659
1659.239	16534
1659.368	16438
1659.509	16462
1659.663	16495
1659.773	15987
1659.862	16087
1660.032	16284
1660.288	16877
1660.425	16702
1660.702	16636
1660.826	16581
1660.985	16251
1661.07	16149
1661.181	16392
1661.304	16480
1661.673	16871
1661.78	16688
1661.957	16449
1662.276	18365
1662.358	18411
1662.504	18324
1662.803	17791
1662.892	17730
1663.164	18653
1663.363	19361
1663.508	18705
1663.576	18829
1663.675	18578
1664.313	36779
1665.315	32579
1666.295	25867
1666.72	20030
1667.052	19689
1667.277	21655
1667.544	19332
1667.817	19199
1668.034	18955
1668.289	19764
1668.4	19519
1668.855	18677
1668.924	18548
1669.294	18753
1669.35	18750
1669.7	17620
1669.907	18074
1670.061	18075
1670.18	18387
1670.368	18405
1670.487	17739
1670.702	17828
1670.812	17763
1670.953	17905
1671.11	17729
1671.264	17565
1671.371	17862
1671.45	17850
1671.593	17864
1671.768	17816
1671.891	17693
1672.066	17418
1672.276	17755
1672.408	18013
1672.556	17832
1672.789	17604
1672.987	17576
1673.277	17732
1673.477	17719
1673.671	17746
1673.819	17901
1673.903	17619
1674.067	17532
1674.216	17368
1674.372	17710
1674.448	17626
1674.543	17615
1674.704	17984
1674.916	17826
1675.201	18240
1675.488	18501
1675.863	18133
1675.987	18426
1676.239	19265
1676.308	18965
1676.354	18981
1676.385	18982
1676.546	19012
1676.712	18825
1676.914	18559
1677.087	18821
1677.295	18396
1677.39	18596
1677.67	18615
1677.767	18465
1677.991	18757
1678.105	18947
1678.359	19268
1678.469	19213
1678.616	19346
1678.826	19384
1679.012	19393
1679.271	20023
1679.408	20334
1679.588	20074
1679.699	20119
1679.856	20230
1680.334	102742
1681.334	85970
1682.318	64038
1683.321	42472
1683.871	33864
1684.335	32038
1684.89	29199
1685.322	26640
1685.415	26320
1685.6	26062
1686.34	43075
1687.272	38284
1687.426	36963
1687.96	27899
1687.988	27722
1688.255	29260
1688.406	29057
1688.849	24460
1689.034	24021
1689.227	24743
1689.407	25298
1689.675	24144
1690.04	24398
1690.29	25784
1690.402	25349
1690.582	25196
1691.147	31968
1691.567	26167
1692.073	28814
1692.175	29362
1692.789	24949
1692.988	25363
1693.193	26088
1693.505	23914
1693.796	23782
1693.948	23820
1694.119	24329
1694.291	24482
1694.675	23508
1694.936	23079
1695.129	24005
1695.267	24050
1695.55	23771
1695.87	22725
1696.26	24177
1696.342	24099
1696.525	23534
1696.856	22890
1697.366	29535
1698.33	80246
1699.315	70204
1700.621	210692
1701.606	163177
1702.586	101534
1703.27	55301
1703.445	57907
1703.521	57856
1704.216	41422
1704.379	41733
1705.312	31161
1705.575	29137
1705.921	26351
1706.066	25538
1706.178	25369
1706.253	25390
1706.436	24941
1706.879	22846
1707.002	22730
1707.273	22220
1707.406	22082
1707.674	22072
1707.846	21952
1708.02	22547
1708.158	23341
1708.315	22892
1708.479	22625
1708.895	21351
1709.117	21890
1709.308	21916
1709.691	20575
1709.773	20630
1709.859	20925
1710.222	21016
1710.39	20688
1710.513	20532
1710.687	20307
1710.84	19771
1710.978	19791
1711.366	33516
1712.362	30769
1712.839	22378
1713.399	27161
1713.818	21799
1713.98	21180
1714.335	24454
1714.827	20581
1715	20751
1715.239	21203
1715.386	21667
1715.541	20859
1715.736	20385
1716.048	20206
1716.361	20744
1716.615	20052
1716.829	20191
1717.174	19988
1717.322	20374
1717.554	19901
1717.694	19655
1717.808	19770
1717.928	19532
1718.234	22166
1718.421	21444
1718.724	20205
1718.845	20115
1718.912	20212
1719.361	22522
1719.726	20538
1719.953	19838
1720.293	26304
1720.777	20957
1721.287	24837
1721.787	21233
1721.912	21654
1722.489	33637
1723.6	30656
1724.398	28560
1724.836	24569
1725.28	24641
1725.4	24239
1725.977	21679
1726.072	21845
1726.25	22760
1726.373	22507
1726.58	21932
1726.69	21696
1726.962	20871
1727.181	21174
1727.305	21792
1727.389	22010
1727.893	20460
1728.054	20983
1728.179	20731
1728.332	20876
1728.478	20410
1728.678	20544
1728.792	20090
1729.04	20609
1729.215	20759
1729.308	20821
1729.759	19603
1729.931	19568
1730.129	19686
1730.331	20324
1730.569	20479
1730.646	20214
1731.055	20134
1731.305	20497
1731.42	20380
1731.654	20393
1731.816	20244
1731.885	20212
1732.322	20999
1732.523	20222
1732.636	20272
1732.996	20452
1733.248	21625
1733.367	21789
1733.644	20758
1733.832	20504
1734.092	20588
1734.348	21567
1734.526	20873
1734.894	20486
1735.022	19695
1735.318	21270
1735.672	20080
1735.957	19753
1736.278	22159
1736.537	20434
1736.675	20464
1736.985	19795
1737.301	21043
1737.55	20406
1737.899	20620
1738.016	20617
1738.339	23036
1738.36	23075
1738.392	22989
1738.624	22311
1738.811	21832
1739.064	20630
1739.204	21468
1739.369	22733
1739.45	22869
1739.987	21031
1740.209	21837
1740.316	21927
1740.543	21413
1740.941	20652
1741.147	20991
1741.3	21237
1741.384	21088
1741.524	20823
1741.535	20821
1741.603	20788
1741.961	19752
1742.315	20903
1742.634	20598
1742.807	20113
1743.092	19832
1743.353	20857
1743.738	19966
1743.941	20243
1744.236	21509
1744.516	21594
1744.991	20387
1745.392	21645
1745.557	20956
1745.71	21392
1745.81	20909
1745.894	20960
1746.122	20383
1746.265	20752
1746.407	20615
1746.5	20629
1746.618	20609
1746.877	20507
1747.143	20412
1747.27	20885
1747.647	20495
1747.811	20661
1748.213	20587
1748.427	20330
1748.699	20360
1749.125	20353
1749.337	20387
1749.652	20199
1749.841	20160
1749.945	19786
1750.31	20462
1750.448	20120
1750.981	19730
1751.107	19767
1751.256	20962
1751.477	20084
1751.594	20003
1751.749	20429
1751.898	19903
1752.136	19982
1752.299	20081
1752.48	19372
1752.62	19426
1752.796	19666
1752.992	19764
1753.098	19935
1753.257	19724
1753.442	20068
1753.631	19896
1753.754	20106
1753.913	19915
1754.136	20109
1754.272	20065
1754.356	20321
1754.522	20129
1754.65	19876
1754.779	20107
1754.897	19912
1755.111	20538
1755.162	20554
1755.35	20393
1755.46	20200
1755.809	20317
1756.014	20567
1756.228	20582
1756.381	20691
1756.741	20151
1756.821	20223
1757.054	20106
1757.258	20705
1757.482	20451
1757.705	20097
1757.892	19893
1758.257	21164
1758.637	20402
1758.882	20143
